X,Y,Z
43.82553387540902,84.01250522371042,53.31591175059912
54.71961333246609,103.019284799239,38.52229379926725
51.39215408644903,113.17479877167449,40.76157756788312
62.061533956705915,116.27572836972945,41.89741028582754
53.83971552546862,97.05608647743905,49.05752406296759
47.16058189117465,99.76328681671315,39.586761074809054
54.0119221632689,117.28636306272988,35.85491540170818
54.996371011259576,106.38146476171404,33.668297471871476
37.03624080736158,70.58405371352413,39.71008026283883
61.494197282637145,125.24874277412863,37.75809890473059
46.99095980638641,88.31909819882735,50.050046446500005
47.2467677649457,88.23983536499566,48.84931210338483
57.51375987075946,122.06426044540984,34.82813586038201
57.471652242595816,119.80035329146058,36.44619948225411
42.991683211339144,96.47263751322313,40.36885053943443
58.02901618145686,106.03732026398976,46.98613211279381
44.39551848510476,84.77133707492459,40.28506568185526
68.19573046698656,138.64089743212875,36.763796810059766
41.71806018734236,76.03115357648979,39.705590950486375
52.394774617058964,109.92304873135512,36.857575680519766
42.17982363092393,94.15666395965852,43.01238604719741
72.22695629135075,139.78704880488272,36.454831441676475
37.62179055912884,75.55231664007394,37.44781973786517
55.243627472529106,122.13220446570715,45.80966906728048
42.650895855222004,99.695964310596,36.15817526342964
46.45892358552013,98.8842571795235,32.76935983719919
54.53537833745176,113.8181900604524,40.47496875678152
62.24584437626143,117.66179647504357,38.19763297897702
66.23396562299045,135.34160644964362,42.55707750464977
34.630520399736795,73.71560752567358,41.58735967365545
52.67751224364462,103.67206321880087,39.84040752678319
64.59493603383521,124.43166203122513,39.69478287265002
33.146890612380595,56.04339983694635,36.320707753385825
53.14383494054847,92.3858318406866,40.416735354966214
49.97916202579816,84.37525594502702,44.40642390716384
54.14541814379788,112.92637687053386,35.13276629300262
42.276959746735244,85.7355140952847,39.97301311819233
35.6438117178656,67.41713438340243,45.19194377867306
30.86893574820975,59.08622111462239,42.527120466083495
59.76383953462103,121.21144340148594,46.54736448175356
61.04049136483354,120.76447816159833,37.15928835082833
53.02685348995986,95.3292815398891,30.84615775802567
44.65851650311903,96.62103476843247,41.00325901977843
33.769541065342544,69.97209149604356,41.81285407513243
55.63345462505024,113.39409708861128,46.84210977236337
38.992207171633154,84.68491597013329,45.94072867353492
42.88701375239462,79.26486465631184,42.683718115062305
44.134359204372814,97.97856991055237,43.82695107085217
48.02464774303032,94.92895267052273,39.0408927089668
42.40959552791352,91.92798209847403,33.90442694340392
50.33458770992303,106.5447676877473,40.58860608690455
43.78181699493609,79.25321936585172,44.912867318138886
57.013730648392226,118.05066453609754,43.281804349142746
60.31062913988053,123.23145564653454,44.16903669579682
51.085426760284385,102.41334678052351,37.86122156476624
54.62626335381103,108.497552707339,38.672265809907884
71.1785594962589,141.66997299477546,42.41712744057302
38.273967431386836,83.04945026792564,37.26746302745623
37.665318987198944,79.95392208472997,37.42141465033499
56.949979007768746,114.14378881766281,41.48991118188726
69.46542837514765,126.99536757852431,43.80452371578454
47.39501438061277,98.74557607389448,39.00235663335295
67.26833842218761,140.32558579779746,34.184052694731804
50.9643371879349,120.33195505944556,36.32098042478585
43.19112717960918,94.98571886405867,41.01836042446549
40.09307611362297,64.9927411239222,40.95760481932982
56.294135848867874,113.21570688988488,41.20619068827674
40.850409322173036,96.19181887366592,42.60647645297878
50.81276842767028,106.61392771055365,40.02905279271225
65.83465025384093,134.29851779066755,41.325280224201556
46.9321960712863,101.06622141389448,39.77486588585567
63.14009474643899,121.30116393295155,45.74366741464719
37.85456510273593,79.53385017849152,47.16171015608751
44.660908986832,87.31807366172872,34.054943588099825
35.92855973785083,71.70013158921788,38.72374028948873
50.72996755973357,108.087571245028,40.16362245770354
57.800781797165826,108.1878587743942,38.665426439928396
50.75187087606186,111.80760154253922,48.96461295665436
62.27050059970152,121.1585055107187,41.11977639044867
42.5082075937087,87.10171785262065,35.97314086474828
52.25342753689067,93.30279139158179,42.98221169780336
44.72530676386144,95.20931185469401,41.35487269423096
53.61676585423655,118.80556319604571,41.520964597767104
55.037360462124255,105.95758853050333,49.03938079399595
55.82395959984063,102.76613210760445,41.75392587877405
39.29405661764398,80.81197775322963,38.48169238063002
41.10253898213431,93.84356312420256,30.223617868449494
42.95712291808811,74.31539331232898,39.17300490928244
47.611192521334026,86.37191959284132,46.52984958663595
50.8718640420643,98.11021161763648,39.544154402219064
57.08089121856676,107.59903184088796,28.799750507402486
41.51901300660768,76.5005422803434,37.50818803903777
33.989807022982475,51.22664902465473,44.96344269456396
71.5574316320679,147.82731884338276,42.729085872810074
38.685469793475704,80.0807036099085,35.800595517446325
58.363237229955516,103.13568086148187,37.17357611800459
50.312668772486745,112.28290362462346,37.946456704487915
52.513056408063804,118.47485133557151,36.68643114068535
49.984494941640975,93.96174548504104,29.85163066130209
46.151581180528744,101.63555108887354,43.81795550309928
54.63972282923459,104.69546321854162,46.28529978344547
45.61412793742704,92.67718795654257,32.407755280176296
61.663027472367894,116.63995786456852,46.21926466293157
55.68441006256155,129.0828323128213,39.48488399301392
55.995941132814934,109.62374444699068,46.12566174083937
44.928769399434096,90.8691309814559,40.18975218145223
47.63645262911004,89.76940615850947,40.67772296079315
38.12087191357935,91.13226860504986,41.86217323491106
46.46983943274438,108.03259603420403,36.04966837432361
39.63424083643703,92.31591512297759,45.97337072164011
63.13068515588715,133.9128930985553,34.39309680962607
50.50535815594006,96.01239993640769,37.989666277416646
51.704972350404304,110.03274546850795,42.62132338821584
47.748534726499784,95.44072706160168,37.45402379757268
51.97578922051408,114.45084741496922,43.88765620407472
74.64877635857684,158.22476914407656,46.87933086591978
46.998597156075085,88.80306968754277,45.06273000526918
43.49586965290006,94.57434572849786,30.319423431606893
55.29693132905442,116.05013825846027,40.629234848096786
24.74281366397512,27.297124424642654,45.14341305348196
50.63956786910933,107.68662885525436,33.416255765889716
46.28287096707099,89.11137562502033,43.61805293614437
40.07686733963906,73.06539504462472,43.33730390819656
55.077576703115,103.40906857188006,33.93955054030867
50.53988418445793,99.99782520385962,44.17116332870081
31.97591092505783,67.79229849080912,41.36348896764967
43.53470478807562,76.14571339861381,43.251908943606345
21.117287948072754,43.75335858584522,35.168438071174336
52.93269314133503,110.47945081221464,40.750680581856926
52.83299418440157,120.56043463816019,31.47560722933838
42.06718106166326,75.52084076952548,28.615043962334745
55.40112711683127,108.0053567394401,40.70414213263875
37.175013788784774,76.44333135914138,45.50298803380655
40.33482974065007,89.84893412283299,41.2646840713254
54.17190464382564,105.91001823827678,39.68276968027927
43.11333245037057,95.81579587666955,39.062329399725634
49.37343043797556,83.24796234413944,35.28717304278467
44.36350972573657,78.70023390649806,38.89069548102347
45.89068843700816,94.57053162869008,42.108422341322225
46.32775784045007,81.36891969619714,37.823888835996854
42.93243242781823,76.46910064150272,43.75293426917888
53.02449714360124,101.82677937323496,40.979875169323016
43.720715132460505,93.6129422002476,41.58489708886703
50.15686713795602,85.14601554545372,44.4433137677548
42.712683186255965,86.78775326981109,37.36622283672505
34.65701373615541,77.57773904953328,43.296902930934756
59.12435249259166,116.68914331775166,38.067616413740126
54.99526985095408,107.03989786516784,41.6975724190942
72.88682068797672,148.98781163642204,36.77114324681716
39.560271600017415,77.58365477826331,35.44648088467634
47.910395126679695,106.94478850328537,40.45932372824247
48.71492519144194,88.53854628580841,30.573999739894415
59.89369438282131,119.37423552432193,38.51866278245559
44.928921058673915,91.5033331170333,31.968114971954098
38.28958145824146,73.55153050171124,43.89617017156804
62.07809308461002,101.18592486556034,45.25055298054457
46.83349970738772,92.3797601503819,35.68024389289597
58.78643509726043,124.77428608982059,42.141564812367484
57.621984007922116,121.46884150485238,44.49567856843746
49.701095260977006,102.24041837931561,44.512346112508915
48.25686294965252,87.73082703251126,41.072254169858205
46.08435193670196,95.33117957307178,43.67152337780748
49.848068712300105,95.1086348522623,36.75334344039803
58.631002261706314,120.08986777100196,40.4156123282834
42.035598189404205,85.04323647002214,37.66448296604612
51.0884563020912,94.36591043391543,36.33106013107318
38.813685718011925,70.48772472116862,40.18031695734814
40.05893766957807,82.95805497452828,41.737651880790374
49.69061002844376,97.6123152945795,45.817543839774935
30.39841991706168,54.07458838886633,41.325777636494436
70.60558616616052,133.82853081450637,43.20965267480776
38.06940045089764,73.70815411790555,43.26641586624769
49.599114873434466,111.74306810461461,53.4376718284848
61.68217721816865,119.15573017864162,30.949837983637103
41.37094661249502,82.62973691892932,36.560330665814114
26.973030104552834,54.759214510621746,47.3702802624404
45.55054239875329,82.05287366557103,38.23993462573263
41.25179619923881,68.40093252773606,44.4290156880086
27.236264914079978,46.259403950274105,41.150047618814185
52.84889892572199,107.6744168738944,50.526012006040055
52.070938622329514,104.84052570798231,34.43472786468144
61.42326454538352,128.46578164397556,46.109002762594066
38.791776344796126,78.35755184926518,48.7479065263625
34.00863513552987,67.14087593930611,34.927905614160004
45.93276916953416,87.0334401396673,43.914351217906734
49.11657340990905,105.31000113871964,35.17251007085472
59.21349602986496,111.07355094996419,40.15080786267563
64.10568005005159,119.32816396173502,38.71706034908913
62.144791339073464,128.82602681725174,27.986230325501566
52.76543666892667,94.86561485262409,42.121171298559496
57.994992535041476,135.308313059352,40.71669583803116
43.59506565230816,87.83007834908946,47.3953948670288
51.68395192475246,106.15115278010401,43.05571827324771
38.08709860712194,69.70683861805678,51.454419620393814
50.62685396886873,98.73158918380508,40.53521191039357
50.88646697398013,98.35887701290142,39.472349739988466
67.22128605684969,130.10789221235024,39.07821674641452
47.71017138509753,100.48403678227368,37.80205644484113
50.900428376532865,98.20424844726348,28.961245418087156
52.369614157120424,112.8792381469143,38.89902686496021
