X,Y
0.0,19.321452735640076
0.5025125628140703,46.0278711342999
1.0050251256281406,30.614472452178582
1.507537688442211,35.579286834442435
2.0100502512562812,39.336048805443326
2.5125628140703515,45.488338064078604
3.015075376884422,49.11390868004363
3.517587939698492,61.39755964982618
4.0201005025125625,46.28500057246215
4.522613065326633,58.3693005582036
5.025125628140703,82.38404921665779
5.527638190954773,60.35642160049662
6.030150753768844,56.285554371990195
6.532663316582914,51.80647343046577
7.035175879396984,59.16221218398766
7.537688442211055,53.750861890539106
8.040201005025125,66.8072172819131
8.542713567839195,66.66358208991151
9.045226130653266,45.51348618278187
9.547738693467336,68.45763602274133
10.050251256281406,80.91221689524436
10.552763819095476,67.66717293525892
11.055276381909547,66.63686142161302
11.557788944723617,60.896359103002325
12.060301507537687,57.60098410636902
12.562814070351758,86.00193488168782
13.065326633165828,77.38119660370553
13.567839195979898,88.42373320797392
14.070351758793969,97.5242927221766
14.572864321608039,92.93106981392758
15.07537688442211,79.80240743887836
15.57788944723618,88.18234498828409
16.08040201005025,82.09347737858157
16.58291457286432,82.66585909257631
17.08542713567839,94.68443303106142
17.587939698492463,84.44088026429566
18.09045226130653,72.1798405930326
18.5929648241206,86.89741551508803
19.09547738693467,94.21762067393028
19.597989949748744,114.00795482756544
20.100502512562812,95.39213303897478
20.60301507537688,106.9282861364234
21.105527638190953,101.63350057495217
21.608040201005025,117.08817204171892
22.110552763819094,117.90262214609686
22.613065326633162,119.60094703229868
23.115577889447234,92.00689837416817
23.618090452261306,112.92151182923386
24.120603015075375,119.9511950464456
24.623115577889443,117.68473235956164
25.125628140703515,121.74284768032884
25.628140703517587,117.46793215340753
26.130653266331656,110.9441177317297
26.633165829145725,102.92852363757466
27.135678391959797,114.95134088939463
27.63819095477387,149.6956716007055
28.140703517587937,119.56559879185708
28.643216080402006,106.33574598029858
29.145728643216078,134.76367953693907
29.64824120603015,137.4993237049169
30.15075376884422,143.32550520805404
30.653266331658287,136.66958403204265
31.15577889447236,141.9233518280866
31.65829145728643,153.3770457202792
32.1608040201005,129.02767713968035
32.66331658291457,128.55144269450653
33.16582914572864,128.5516220416566
33.66834170854271,138.34732926068833
34.17085427135678,156.84678701232204
34.67336683417085,149.3007841799749
35.175879396984925,150.41455771804695
35.678391959798994,128.84209659274973
36.18090452261306,141.610845295475
36.68341708542713,131.69367492766102
37.1859296482412,163.27024683793903
37.688442211055275,168.92179156202315
38.19095477386934,162.36853159401184
38.69346733668341,146.2125415526548
39.19597989949749,172.40816463465035
39.698492462311556,156.56292828668256
40.201005025125625,148.45842226785027
40.70351758793969,152.46651021770214
41.20603015075376,159.31652409634293
41.70854271356784,165.62141334555056
42.211055276381906,165.01972371262778
42.713567839195974,154.01401933587766
43.21608040201005,181.78140529788658
43.71859296482412,169.64971970010393
44.22110552763819,165.52577802020804
44.723618090452256,185.2738778911844
45.226130653266324,163.84433007713366
45.7286432160804,160.89702781249605
46.23115577889447,191.4183418026708
46.73366834170854,199.11488352062898
47.23618090452261,177.08758252705388
47.73869346733668,182.7563803228386
48.24120603015075,173.2569709452432
48.74371859296482,186.2860812813284
49.24623115577889,182.98164083002467
49.74874371859296,188.2249467554289
50.25125628140703,194.84635272019352
50.7537688442211,181.27985175235483
51.256281407035175,190.15073082877984
51.75879396984924,177.23856769176595
52.26130653266331,193.23404675685708
52.76381909547738,197.35711657726216
53.26633165829145,202.08881922548514
53.768844221105525,203.70229806694866
54.27135678391959,211.85329785912734
54.77386934673366,188.9249428474678
55.27638190954774,190.96637542914027
55.778894472361806,212.62626278101064
56.281407035175874,188.45460833547347
56.78391959798994,212.18476091501975
57.28643216080401,200.05636708651312
57.78894472361809,229.09498058002606
58.291457286432156,217.37889593657425
58.793969849246224,214.19034935060805
59.2964824120603,230.16665600757267
59.79899497487437,208.7629648589136
60.30150753768844,212.1704262721872
60.804020100502505,209.79751196495644
61.306532663316574,215.2692057264598
61.80904522613065,226.03829177206583
62.31155778894472,231.87419208677136
62.81407035175879,238.05642790895178
63.31658291457286,211.70250827471122
63.81909547738693,229.73865656752787
64.321608040201,221.883178808695
64.82412060301507,232.41949089416423
